mood,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence
0,0.0654,0.664,0.705,0,0.118,-4.972,0.0382,122.016,0.477
0,0.0038,0.532,0.783,0.0012,0.161,-5.697,0.0523,124.08,0.643
0,0.00059,0.594,0.858,3.11e-06,0.0642,-4.339,0.0387,138.021,0.663
0,0.171,0.715,0.931,0,0.0757,-3.793,0.0565,120.025,0.742
0,0.0223,0.683,0.675,0.0187,0.101,-5.461,0.0292,111.008,0.6
0,0.00487,0.554,0.772,6.6e-06,0.354,-4.821,0.0418,179.984,0.455
0,0.0115,0.612,0.921,0,0.166,-5.338,0.0705,96.042,0.674
0,0.00617,0.545,0.675,0.00197,0.209,-6.474,0.0279,124.97,0.162
0,0.0683,0.593,0.851,0,0.271,-5.456,0.0446,119.987,0.344
0,0.0309,0.545,0.78,4.64e-05,0.0828,-4.867,0.0436,125.014,0.458
0,0.0573,0.807,0.887,2.87e-06,0.124,-3.726,0.0503,134.052,0.961
0,0.0239,0.56,0.872,6.98e-06,0.371,-4.269,0.14,126.05,0.682
0,0.0883,0.714,0.451,0,0.108,-8.268,0.0276,127.787,0.406
0,0.121,0.674,0.428,0,0.132,-9.504,0.122,84.878,0.337
0,0.185,0.673,0.886,0,0.0826,-4.44,0.0431,97.012,0.795
0,0.00877,0.583,0.791,0,0.0451,-4.087,0.0318,89.993,0.878
0,0.00218,0.49,0.885,0,0.0741,-4.121,0.0396,166.996,0.64
0,0.0206,0.457,0.757,0,0.146,-5.177,0.032,102.961,0.417
0,0.0256,0.606,0.826,1.56e-05,0.117,-6.04,0.0307,121.04,0.322
0,0.0954,0.486,0.617,3.23e-06,0.109,-7.115,0.0287,138.015,0.417
0,0.009,0.726,0.787,0,0.0596,-2.494,0.0737,124.99,0.888
0,0.00952,0.629,0.793,1.15e-06,0.218,-5.942,0.0346,95.981,0.588
0,0.00107,0.765,0.837,1.06e-05,0.0801,-3.113,0.032,122.028,0.721
0,0.0275,0.512,0.662,0,0.118,-6.797,0.0439,180.114,0.472
0,0.00867,0.557,0.833,0,0.0621,-4.671,0.073,125.909,0.449
0,0.0409,0.621,0.827,0,0.0815,-7.309,0.0454,99.979,0.65
0,0.595,0.686,0.457,0,0.105,-8.322,0.0468,150.953,0.718
0,0.152,0.615,0.733,0,0.109,-4.808,0.0335,122.58,0.796
0,0.0169,0.596,0.854,0,0.124,-5.114,0.463,120.274,0.152
0,0.428,0.842,0.791,0,0.0989,-5.277,0.0437,126.962,0.95
0,0.141,0.638,0.832,0,0.113,-5.039,0.049,124.071,0.648
0,0.0893,0.635,0.926,4.53e-06,0.0928,-5.589,0.151,100.048,0.761
0,0.0549,0.564,0.714,0,0.155,-4.987,0.129,175.924,0.33
0,0.000539,0.562,0.964,1.57e-06,0.579,-2.991,0.072,138.063,0.41
0,0.0263,0.638,0.831,0,0.0491,-6.812,0.081,127.975,0.388
0,0.00131,0.616,0.868,1.54e-06,0.671,-3.606,0.0699,108.016,0.475
0,0.0755,0.679,0.715,0,0.271,-6.383,0.0407,127.435,0.571
0,0.0654,0.488,0.901,0,0.359,-3.701,0.101,161.285,0.827
0,0.0771,0.634,0.69,0,0.132,-7.804,0.052,94.988,0.645
0,0.851,0.589,0.389,0,0.0772,-5.972,0.028,89.1,0.501
0,0.0134,0.635,0.841,0,0.0622,-5.379,0.0422,109.021,0.424
0,0.872,0.656,0.291,0,0.114,-10.572,0.0293,103.971,0.298
0,0.566,0.458,0.55,1.39e-05,0.108,-7.092,0.0262,90.56,0.56
0,0.0764,0.686,0.783,0,0.163,-4.977,0.119,99.978,0.814
0,0.0338,0.663,0.861,0,0.082,-3.398,0.109,119.963,0.654
0,0.198,0.781,0.745,1.14e-05,0.36,-5.81,0.0332,129.998,0.326
0,0.0183,0.894,0.791,0,0.0388,-4.699,0.112,105.018,0.583
0,0.135,0.482,0.706,0.00106,0.105,-5.762,0.0607,92.513,0.144
0,0.00496,0.733,0.899,4.72e-05,0.372,-4.237,0.143,127.086,0.76
0,0.0127,0.549,0.932,0,0.347,-4.11,0.343,82.439,0.787
0,0.0166,0.527,0.835,0,0.249,-5.298,0.0433,125.983,0.654
0,0.225,0.6,0.663,0,0.119,-5.802,0.0477,121.07,0.286
0,0.0339,0.557,0.54,0.00248,0.179,-10.484,0.0347,129.171,0.394
0,0.00671,0.605,0.822,0.134,0.147,-4.833,0.0438,167.997,0.288
0,0.000346,0.482,0.833,0,0.365,-5.611,0.0449,148.039,0.74
0,0.038,0.738,0.983,5.93e-06,0.183,-4.374,0.0855,92.998,0.957
0,0.191,0.687,0.792,0,0.167,-2.749,0.0452,100.015,0.671
0,0.0283,0.704,0.598,0,0.106,-4.922,0.0309,115.483,0.472
0,0.193,0.579,0.904,0,0.064,-2.729,0.0618,82.014,0.681
0,0.0588,0.706,0.89,0.00286,0.306,-4.444,0.0688,128.011,0.684
0,0.103,0.727,0.974,0.000532,0.174,-2.261,0.0664,79.526,0.965
0,0.0417,0.801,0.795,0.000113,0.0717,-5.115,0.0504,79.028,0.754
0,0.00205,0.57,0.865,0,0.404,-4.518,0.0472,110.01,0.691
0,0.0183,0.612,0.921,0,0.0576,-2.882,0.085,139.988,0.446
0,0.00579,0.494,0.842,0,0.122,-4.784,0.0843,162.011,0.574
0,0.0691,0.719,0.704,0,0.166,-4.724,0.0476,133.002,0.628
0,0.217,0.704,0.611,0,0.0812,-6.112,0.0409,100.0,0.22
0,0.0622,0.776,0.78,0,0.081,-4.374,0.128,124.949,0.666
0,0.0362,0.672,0.655,0,0.117,-5.021,0.0311,134.945,0.556
0,0.0281,0.638,0.831,3.06e-06,0.277,-3.944,0.182,175.038,0.685
0,0.135,0.748,0.521,5.59e-06,0.0836,-4.755,0.0317,125.072,0.597
0,0.0143,0.726,0.66,0,0.0989,-5.069,0.0405,122.976,0.822
0,0.00304,0.738,0.769,0,0.083,-4.775,0.0322,104.98,0.686
0,0.0135,0.777,0.754,0.000295,0.0775,-3.227,0.047,119.003,0.864
0,0.12,0.719,0.896,2.69e-05,0.147,-4.104,0.0414,120.014,0.8
0,0.0213,0.876,0.631,0,0.0618,-5.94,0.143,102.988,0.515
0,0.0496,0.756,0.841,1.13e-06,0.238,-5.051,0.0755,99.008,0.569
0,0.103,0.622,0.807,0,0.306,-6.752,0.408,174.06,0.892
0,0.0295,0.581,0.963,0,0.139,-4.087,0.0981,129.992,0.788
0,0.0991,0.755,0.837,0,0.289,-2.718,0.142,120.028,0.714
0,0.0038,0.788,0.753,0,0.18,-3.71,0.0536,125.005,0.403
0,0.00676,0.435,0.837,0,0.117,-8.126,0.449,124.913,0.778
0,0.0249,0.774,0.838,0.025,0.242,-3.914,0.114,143.04,0.924
0,0.101,0.768,0.864,0,0.162,-6.145,0.0324,110.008,0.891
0,0.0336,0.835,0.669,6.92e-05,0.0535,-5.582,0.0643,122.668,0.542
0,0.284,0.778,0.824,0,0.405,-5.892,0.0707,100.024,0.758
0,0.31,0.559,0.777,0,0.105,-5.031,0.0432,87.016,0.329
0,0.00417,0.727,0.937,0,0.091,-2.871,0.286,132.067,0.749
0,0.00627,0.766,0.873,0,0.0764,-6.381,0.143,126.988,0.743
0,0.00301,0.471,0.924,0,0.313,-3.906,0.0586,154.961,0.725
0,0.184,0.765,0.523,3.56e-05,0.132,-4.333,0.03,104.988,0.394
0,0.00359,0.393,0.858,0,0.102,-2.868,0.0729,176.042,0.56
0,0.0841,0.732,0.396,3.58e-05,0.105,-9.348,0.0286,90.024,0.548
0,0.00835,0.645,0.713,0,0.113,-5.355,0.0393,74.989,0.566
0,0.0462,0.734,0.637,2.29e-05,0.0602,-5.677,0.141,169.977,0.648
0,0.106,0.444,0.819,0,0.107,-4.078,0.341,82.695,0.747
0,0.153,0.81,0.828,1.23e-06,0.0852,-4.14,0.117,125.921,0.87
0,0.131,0.729,0.756,0,0.0527,-5.119,0.0294,104.945,0.522
0,0.892,0.559,0.33,0,0.0975,-8.251,0.0285,135.109,0.285
0,0.00382,0.61,0.683,1.79e-06,0.125,-3.879,0.0253,108.003,0.466
0,0.336,0.481,0.451,0,0.0872,-6.095,0.0347,157.966,0.289
0,0.0427,0.842,0.734,0,0.106,-5.065,0.0588,137.958,0.952
0,0.0045,0.659,0.857,1.93e-06,0.335,-5.85,0.0437,106.965,0.798
0,0.0296,0.667,0.954,0,0.331,-3.462,0.0817,114.0,0.807
0,0.165,0.559,0.961,0,0.152,-4.162,0.0544,143.974,0.697
0,0.0287,0.63,0.91,0,0.196,-2.919,0.144,116.98,0.743
0,0.00082,0.572,0.89,0.00937,0.564,-4.139,0.039,158.038,0.765
0,0.0761,0.858,0.678,0,0.0741,-3.87,0.0469,117.009,0.922
0,0.00935,0.703,0.806,0.00056,0.0948,-4.974,0.0555,120.996,0.844
0,0.00882,0.613,0.622,0,0.37,-5.794,0.0334,80.003,0.484
0,0.00361,0.562,0.768,0,0.0742,-5.006,0.0488,139.968,0.218
0,0.0175,0.548,0.815,8.9e-06,0.127,-5.218,0.0409,129.963,0.212
0,0.00103,0.654,0.828,0.00839,0.0938,-5.22,0.0463,129.989,0.898
0,0.428,0.674,0.87,5.08e-06,0.127,-5.158,0.0912,120.027,0.559
0,0.0116,0.815,0.906,2.06e-06,0.0691,-3.194,0.0561,125.974,0.783
0,0.243,0.265,0.312,0,0.0893,-11.689,0.0569,54.747,0.0998
0,0.147,0.791,0.733,0.000381,0.0713,-5.215,0.052,114.98,0.761
0,0.107,0.703,0.867,0,0.119,-4.292,0.0453,128.008,0.546
0,0.0435,0.814,0.672,0,0.061,-12.068,0.0619,109.394,0.933
0,0.031,0.61,0.926,0.0012,0.0821,-4.843,0.0479,172.638,0.861
0,0.0407,0.636,0.873,1.27e-06,0.0372,-4.672,0.071,165.071,0.908
0,0.533,0.755,0.522,0,0.0685,-4.368,0.0575,89.96,0.925
0,0.141,0.78,0.68,1.2e-05,0.138,-6.081,0.0305,118.026,0.594
0,0.474,0.781,0.445,0,0.184,-6.061,0.0295,78.998,0.591
0,0.257,0.689,0.694,0,0.148,-5.83,0.027,99.039,0.482
0,0.581,0.825,0.652,0,0.0931,-3.183,0.0802,95.977,0.931
0,0.134,0.696,0.875,0,0.159,-3.682,0.0649,127.39,0.772
0,0.0392,0.738,0.868,0.00169,0.388,-4.373,0.0731,122.003,0.336
0,0.000429,0.533,0.576,0.000163,0.0567,-9.94,0.0332,168.96,0.81
0,0.25,0.626,0.571,0,0.0946,-7.461,0.0327,129.959,0.164
0,0.000728,0.584,0.696,0,0.184,-3.836,0.0694,137.112,0.699
0,0.323,0.803,0.901,0,0.142,-4.192,0.0625,104.002,0.837
0,0.0706,0.49,0.843,0,0.104,-4.849,0.0478,112.85,0.564
0,0.124,0.585,0.52,7.01e-05,0.131,-6.136,0.0712,159.801,0.129
0,0.546,0.75,0.56,0,0.111,-8.094,0.105,140.06,0.459
0,0.326,0.535,0.716,0,0.659,-5.025,0.0431,94.379,0.901
0,0.00125,0.652,0.812,3.01e-05,0.667,-3.797,0.0409,126.023,0.72
0,0.135,0.747,0.716,0,0.251,-2.457,0.075,125.008,0.751
0,0.0291,0.641,0.922,0,0.0862,-4.457,0.0786,146.078,0.847
0,0.128,0.442,0.83,0,0.129,-4.02,0.146,89.338,0.578
0,0.269,0.72,0.861,5.11e-06,0.601,-4.339,0.209,126.991,0.669
0,0.0108,0.657,0.695,0,0.0822,-4.493,0.0321,65.997,0.683
0,0.00498,0.711,0.7,0.000125,0.215,-4.805,0.046,128.001,0.801
0,0.113,0.705,0.769,0,0.105,-5.526,0.0425,107.949,0.583
0,0.0422,0.773,0.758,0,0.305,-4.993,0.0381,144.033,0.925
0,0.00327,0.587,0.828,0,0.331,-5.108,0.161,123.907,0.494
0,0.00369,0.515,0.847,7.19e-05,0.293,-2.951,0.0391,168.105,0.645
0,0.0161,0.568,0.692,0,0.148,-4.513,0.0589,92.023,0.577
0,0.257,0.686,0.691,0,0.145,-4.616,0.0371,95.046,0.477
0,0.486,0.715,0.651,0,0.228,-9.241,0.12,134.914,0.733
0,0.292,0.654,0.85,4.6e-05,0.0638,-5.719,0.0804,154.962,0.52
0,0.0467,0.576,0.593,0.000767,0.237,-6.024,0.0306,157.993,0.373
0,0.24,0.559,0.835,0.019,0.185,-5.555,0.0424,114.908,0.382
0,0.697,0.571,0.481,0,0.089,-7.179,0.0444,113.753,0.0807
0,0.058,0.716,0.73,7.32e-06,0.151,-4.126,0.0364,136.05,0.339
0,0.0958,0.739,0.661,1.88e-05,0.0848,-5.35,0.0764,76.999,0.333
0,0.22,0.725,0.708,0,0.777,-5.331,0.0756,130.029,0.555
0,0.254,0.595,0.689,5.44e-06,0.129,-6.107,0.148,168.112,0.213
0,0.0487,0.546,0.818,0,0.0983,-4.89,0.031,138.561,0.756
0,0.00562,0.894,0.677,2.63e-06,0.31,-5.618,0.0548,105.029,0.857
0,0.24,0.677,0.876,0.000217,0.076,-3.646,0.0577,187.794,0.821
0,0.111,0.763,0.693,0,0.101,-3.973,0.0438,114.912,0.399
0,0.0261,0.822,0.737,4.19e-05,0.18,-4.542,0.0314,118.994,0.753
0,0.0172,0.784,0.907,0.0523,0.324,-5.235,0.148,120.059,0.696
0,0.00272,0.752,0.73,3.62e-05,0.175,-3.897,0.0412,120.032,0.769
0,0.12,0.851,0.806,1.33e-06,0.121,-4.618,0.0786,119.001,0.776
0,0.0159,0.781,0.854,0.0493,0.15,-7.411,0.311,100.043,0.493
0,0.859,0.564,0.328,4.22e-06,0.166,-9.782,0.068,72.221,0.593
0,0.013,0.853,0.56,0,0.0944,-4.961,0.0406,134.066,0.86
0,0.328,0.701,0.425,0.13,0.1,-10.965,0.375,135.128,0.562
0,0.576,0.505,0.34,0,0.21,-9.005,0.0438,101.993,0.0916
0,0.241,0.749,0.925,0,0.52,-5.034,0.227,86.989,0.641
0,0.00405,0.577,0.934,0.0064,0.123,-3.672,0.0554,149.964,0.855
0,7.95e-05,0.706,0.841,0,0.0688,-3.956,0.0418,132.032,0.861
0,0.00107,0.818,0.799,0.128,0.057,-4.1,0.156,100.014,0.0815
0,0.198,0.581,0.62,7.18e-05,0.0895,-8.087,0.462,125.887,0.512
0,0.304,0.535,0.746,0,0.359,-5.644,0.275,109.994,0.648
0,0.592,0.708,0.618,2.21e-06,0.399,-6.315,0.039,95.947,0.563
0,0.618,0.714,0.454,0,0.0586,-8.899,0.166,175.537,0.81
0,2.96e-05,0.639,0.751,4.9e-05,0.163,-6.357,0.0324,120.992,0.13
0,0.0843,0.752,0.836,0.000425,0.424,-3.173,0.115,120.003,0.519
0,0.073,0.724,0.695,0,0.0889,-5.226,0.0622,139.0,0.235
0,0.0178,0.602,0.863,0,0.389,-5.423,0.0773,150.183,0.732
0,0.000967,0.661,0.937,1.59e-05,0.355,-3.83,0.0744,131.001,0.535
0,0.173,0.404,0.339,0,0.1,-9.047,0.0306,105.508,0.297
0,0.0356,0.479,0.929,0.13,0.148,-3.461,0.141,179.912,0.603
0,0.0444,0.743,0.765,0.0417,0.667,-3.588,0.039,114.991,0.34
0,0.147,0.488,0.538,0,0.305,-4.974,0.076,67.037,0.378
0,0.489,0.543,0.39,0,0.111,-7.202,0.0322,73.415,0.303
0,0.692,0.622,0.392,0,0.123,-6.269,0.028,120.096,0.547
0,0.0595,0.671,0.85,7.58e-06,0.134,-4.487,0.238,147.996,0.782
0,0.0442,0.564,0.939,0,0.112,-4.278,0.0478,116.025,0.613
0,0.3,0.794,0.711,0,0.0955,-5.124,0.0699,174.915,0.955
0,0.0189,0.75,0.727,0,0.266,-4.21,0.142,129.993,0.359
0,0.000343,0.581,0.772,0.0191,0.11,-6.544,0.0401,127.952,0.361
0,0.148,0.704,0.558,0,0.107,-7.273,0.0542,110.444,0.245
0,0.0181,0.62,0.869,0,0.369,-5.252,0.175,151.684,0.76
0,0.0113,0.766,0.682,0.00016,0.104,-5.02,0.0419,127.966,0.833
0,0.000185,0.279,0.742,0,0.593,-6.46,0.0898,189.868,0.328
0,0.00146,0.676,0.815,0.00041,0.275,-4.294,0.0625,117.973,0.796
0,0.0205,0.845,0.601,0,0.385,-5.283,0.161,74.008,0.329
0,0.321,0.834,0.454,6.15e-06,0.114,-9.75,0.201,81.618,0.837
0,0.0125,0.794,0.793,0,0.0952,-4.521,0.0842,123.941,0.677
0,0.104,0.896,0.586,0,0.79,-6.687,0.0559,116.971,0.642
0,0.305,0.863,0.631,3.04e-05,0.123,-4.689,0.0534,128.977,0.817
0,0.00561,0.653,0.945,0.915,0.439,-2.634,0.096,126.093,0.325
0,0.901,0.501,0.168,0,0.134,-13.682,0.304,82.574,0.514
0,0.129,0.853,0.637,0,0.267,-5.924,0.331,86.048,0.496
0,0.00147,0.513,0.796,0.000209,0.0938,-4.075,0.0629,171.017,0.345
0,0.123,0.785,0.431,0,0.0887,-8.756,0.0364,127.085,0.236
0,0.167,0.73,0.729,1.39e-06,0.349,-3.434,0.0884,113.011,0.467
0,0.0334,0.721,0.716,0.00084,0.237,-7.037,0.0657,104.994,0.667
0,0.0706,0.676,0.609,0,0.152,-5.831,0.481,142.037,0.508
0,0.0167,0.77,0.724,0.0107,0.353,-5.484,0.0495,121.975,0.898
0,0.264,0.787,0.673,3.35e-06,0.0904,-4.583,0.159,110.962,0.779
0,0.00581,0.283,0.872,0,0.0849,-3.506,0.0869,142.72,0.221
0,0.59,0.518,0.405,0,0.115,-12.594,0.137,95.582,0.503
0,0.416,0.698,0.576,0.0125,0.102,-11.378,0.0316,124.983,0.506
0,0.522,0.223,0.378,0.000606,0.109,-13.468,0.0315,81.933,0.171
0,0.179,0.597,0.517,0,0.307,-6.963,0.365,92.035,0.412
0,0.515,0.736,0.74,0,0.0468,-2.18,0.0786,140.141,0.803
0,0.0276,0.787,0.73,0.00157,0.0828,-6.788,0.35,159.825,0.739
0,0.00159,0.552,0.98,0.00552,0.438,-4.676,0.254,162.961,0.668
0,0.00165,0.671,0.685,0,0.398,-5.762,0.05,118.449,0.368
0,0.0394,0.773,0.843,0,0.341,-3.8,0.108,82.025,0.844
0,0.41,0.619,0.87,1.37e-06,0.0571,-4.956,0.501,188.772,0.94
0,0.000683,0.607,0.783,0,0.0678,-4.41,0.0397,113.172,0.434
0,0.0591,0.748,0.788,0,0.0863,-7.055,0.0334,120.076,0.884
0,0.00613,0.706,0.82,0.00186,0.0488,-4.469,0.0562,118.951,0.595
0,5.98e-06,0.492,0.88,0.00677,0.111,-4.441,0.144,134.026,0.455
0,0.0731,0.831,0.782,0.0171,0.032,-10.48,0.0595,107.877,0.631
0,0.0145,0.585,0.863,0,0.168,-6.256,0.0688,121.013,0.373
0,0.124,0.776,0.915,1.28e-05,0.173,-7.788,0.0677,127.969,0.5
0,0.02,0.378,0.638,7.66e-05,0.0849,-5.576,0.075,184.086,0.735
0,0.0873,0.743,0.766,0,0.509,-6.375,0.0265,127.96,0.61
0,0.0093,0.649,0.931,0,0.751,-3.15,0.181,153.645,0.744
0,0.148,0.831,0.749,0.00241,0.141,-7.238,0.143,130.056,0.203
0,0.00327,0.502,0.859,0,0.475,-4.011,0.035,126.085,0.321
0,0.0207,0.498,0.597,0.00193,0.22,-6.72,0.0665,154.961,0.42
0,0.0143,0.618,0.878,0,0.121,-2.411,0.0718,95.019,0.698
0,0.657,0.452,0.428,9.33e-06,0.152,-9.147,0.0283,84.975,0.327
0,0.0048,0.7,0.709,0,0.029,-5.006,0.0838,122.019,0.624
0,0.000334,0.534,0.87,0,0.241,-3.078,0.0425,126.019,0.462
0,6.79e-05,0.487,0.9,0,0.358,-4.417,0.0482,149.937,0.484
0,0.0159,0.718,0.691,0,0.0627,-6.44,0.0387,100.008,0.552
0,0.0843,0.682,0.927,0,0.149,-2.915,0.0479,101.019,0.744
0,0.0185,0.605,0.902,1.01e-06,0.0534,-5.406,0.0511,132.612,0.875
0,0.14,0.71,0.935,0,0.0593,-3.339,0.193,145.063,0.914
0,0.00681,0.826,0.612,0,0.0889,-3.891,0.0982,120.057,0.756
0,0.000704,0.601,0.843,5.27e-05,0.0681,-4.87,0.0593,128.002,0.534
0,0.00101,0.735,0.826,0.129,0.197,-4.902,0.0349,132.964,0.74
0,0.004,0.677,0.671,5.07e-05,0.413,-4.905,0.0361,137.046,0.527
0,0.0078,0.71,0.68,0.0165,0.0493,-4.676,0.106,129.971,0.571
0,4.14e-05,0.729,0.675,0.00126,0.0867,-5.292,0.0286,125.036,0.74
0,0.0444,0.615,0.711,0,0.145,-5.507,0.0779,144.036,0.711
0,0.000155,0.779,0.64,0.00077,0.101,-8.415,0.159,99.019,0.498
0,0.0569,0.808,0.97,6.13e-05,0.154,-6.098,0.0506,114.328,0.868
0,0.00249,0.714,0.833,0,0.298,-5.239,0.0259,129.964,0.663
0,0.0229,0.59,0.859,0.00177,0.0979,-5.738,0.0469,109.9,0.718
0,0.0519,0.763,0.905,0,0.0468,-3.156,0.0335,107.966,0.76
0,0.0208,0.583,0.786,0,0.188,-3.142,0.0301,123.055,0.573
0,0.00119,0.556,0.881,0,0.0709,-2.224,0.082,104.973,0.337
0,0.00316,0.653,0.964,0.00512,0.144,-4.261,0.0582,126.928,0.87
0,0.00711,0.429,0.948,0.0148,0.0812,-3.657,0.227,115.785,0.55
0,0.00139,0.516,0.85,0,0.296,-3.909,0.0706,120.324,0.583
0,0.614,0.675,0.359,0,0.137,-5.157,0.108,191.903,0.792
0,0.0731,0.639,0.776,1.97e-06,0.18,-4.61,0.0829,160.101,0.267
0,0.000289,0.217,0.905,0.00011,0.222,-4.103,0.0752,96.95,0.236
0,0.00721,0.331,0.943,2.06e-06,0.242,-3.188,0.0698,94.612,0.296
0,0.473,0.633,0.522,0.166,0.107,-11.84,0.0283,145.028,0.415
0,0.0322,0.347,0.769,0.000737,0.117,-7.747,0.0614,118.074,0.524
0,0.687,0.619,0.51,0,0.137,-5.549,0.0305,127.966,0.441
0,0.828,0.739,0.575,7.35e-05,0.121,-8.109,0.22,62.474,0.532
0,0.0113,0.648,0.908,0,0.374,-4.251,0.108,131.147,0.793
0,0.0244,0.456,0.828,0,0.21,-6.225,0.077,116.719,0.313
0,0.0298,0.734,0.887,0.0419,0.18,-4.634,0.0286,118.954,0.961
0,0.627,0.745,0.316,0.0255,0.0505,-12.008,0.0629,99.618,0.869
0,0.292,0.532,0.864,0,0.0671,-2.978,0.137,81.873,0.436
0,0.214,0.817,0.683,8.62e-06,0.0798,-6.59,0.139,119.053,0.815
0,0.186,0.406,0.698,0,0.233,-7.024,0.0624,109.266,0.333
0,0.00386,0.455,0.952,0.934,0.148,-10.115,0.0392,150.095,0.684
0,0.008,0.739,0.818,0.00504,0.164,-5.062,0.0418,119.982,0.713
0,0.00751,0.675,0.978,0.126,0.0591,-3.603,0.0554,151.961,0.954
0,0.0273,0.599,0.888,0,0.28,-2.931,0.0514,121.05,0.833
0,0.0532,0.863,0.88,0.000169,0.0706,-3.862,0.175,127.925,0.694
0,0.0392,0.434,0.684,0.00424,0.318,-7.182,0.0366,159.887,0.349
0,0.916,0.396,0.542,9.57e-05,0.136,-11.543,0.299,148.643,0.619
0,0.778,0.674,0.607,0,0.228,-10.568,0.0844,120.073,0.338
0,0.0171,0.708,0.451,0.121,0.356,-8.158,0.0544,150.01,0.562
0,0.352,0.837,0.656,0.000806,0.0914,-7.533,0.0551,100.052,0.734
0,0.00102,0.405,0.7,0,0.199,-5.28,0.0425,162.01,0.216
0,0.284,0.719,0.603,0,0.192,-7.08,0.23,122.124,0.511
0,0.076,0.69,0.683,0.164,0.0859,-8.127,0.0363,137.962,0.297
0,0.692,0.823,0.535,7.69e-05,0.142,-6.494,0.209,130.001,0.792
0,0.121,0.699,0.655,0.000983,0.121,-9.155,0.0658,120.027,0.382
0,0.127,0.892,0.499,0.0492,0.0523,-8.768,0.0476,120.009,0.969
0,0.0787,0.756,0.715,0,0.0795,-4.656,0.125,106.003,0.592
0,0.00055,0.827,0.734,0.57,0.615,-8.584,0.0717,123.997,0.335
0,0.0427,0.817,0.716,0.00263,0.358,-8.898,0.144,123.474,0.692
0,0.0372,0.428,0.706,7.91e-05,0.0978,-8.274,0.0279,176.191,0.56
0,0.162,0.956,0.668,7.91e-06,0.283,-8.661,0.147,107.062,0.713
0,0.000903,0.62,0.65,0,0.183,-10.562,0.108,120.036,0.339
0,0.153,0.558,0.605,6.04e-06,0.376,-8.323,0.0322,96.02,0.441
0,0.0685,0.814,0.379,0.0135,0.11,-12.347,0.038,93.978,0.119
0,0.106,0.674,0.863,0.812,0.0878,-6.584,0.0474,122.023,0.494
0,0.0315,0.88,0.556,3.21e-05,0.0756,-8.134,0.0535,126.048,0.701
0,0.074,0.471,0.525,2.82e-06,0.103,-10.767,0.0517,83.944,0.294
0,0.00231,0.774,0.848,3.32e-06,0.0953,-6.106,0.0347,115.01,0.716
0,0.465,0.47,0.565,0,0.225,-8.43,0.173,180.061,0.351
0,0.74,0.831,0.431,0,0.173,-9.653,0.521,129.672,0.495
0,0.427,0.68,0.715,0,0.184,-6.557,0.0916,170.39,0.615
0,0.00936,0.694,0.948,1.62e-05,0.139,-5.307,0.0361,115.044,0.705
0,0.761,0.643,0.331,0,0.373,-9.235,0.0387,160.006,0.648
0,0.0294,0.723,0.868,0,0.12,-6.015,0.0409,147.95,0.925
0,0.196,0.812,0.679,0,0.0731,-6.579,0.0426,114.949,0.218
0,0.179,0.704,0.383,0,0.373,-6.917,0.0381,89.956,0.491
0,0.058,0.939,0.687,0,0.101,-5.215,0.126,120.022,0.936
0,0.402,0.649,0.37,0,0.243,-11.722,0.664,134.606,0.487
0,0.663,0.665,0.527,0,0.306,-8.588,0.429,94.711,0.219
0,0.139,0.788,0.463,0,0.0561,-5.471,0.0563,99.995,0.892
0,0.764,0.545,0.277,0,0.372,-11.7,0.0392,75.763,0.389
0,0.733,0.352,0.424,2.3e-05,0.0664,-10.131,0.0394,127.047,0.141
0,0.604,0.725,0.308,0,0.121,-9.941,0.039,126.061,0.154
0,0.896,0.731,0.164,0,0.115,-14.19,0.0498,89.752,0.378
0,0.0309,0.611,0.936,0,0.12,-3.697,0.11,144.901,0.697
0,0.062,0.867,0.6,1.69e-05,0.0556,-8.867,0.0567,102.0,0.963
0,0.565,0.79,0.78,0,0.243,-5.601,0.0432,121.006,0.586
0,0.12,0.831,0.631,0.78,0.0986,-7.352,0.0399,111.089,0.322
0,0.00241,0.88,0.592,0.0163,0.0864,-8.079,0.0578,120.018,0.706
0,0.236,0.713,0.625,0,0.202,-10.38,0.0529,149.896,0.611
0,0.0611,0.622,0.624,5.38e-06,0.647,-7.071,0.0283,125.017,0.408
0,0.0414,0.728,0.684,0.000197,0.201,-5.595,0.0543,112.01,0.392
0,0.0506,0.622,0.878,2.59e-05,0.239,-3.476,0.045,108.099,0.815
0,0.767,0.549,0.579,0,0.162,-8.104,0.128,84.187,0.488
0,0.119,0.697,0.816,0,0.0969,-6.302,0.232,99.899,0.878
0,0.116,0.706,0.808,0.667,0.235,-9.199,0.123,146.947,0.673
0,0.000828,0.385,0.82,0.0084,0.0662,-5.645,0.0445,169.732,0.543
0,0.207,0.69,0.56,0.000698,0.141,-8.184,0.0323,103.031,0.306
0,0.0495,0.754,0.768,0.00192,0.128,-8.447,0.0644,127.005,0.657
0,0.358,0.415,0.567,0,0.248,-8.1,0.0398,161.781,0.196
0,0.275,0.673,0.564,0,0.216,-7.845,0.0369,129.998,0.434
0,0.0918,0.755,0.733,0,0.393,-5.68,0.0726,117.872,0.685
0,0.0214,0.837,0.695,0,0.111,-7.392,0.0417,122.013,0.735
0,0.0555,0.58,0.823,1.1e-06,0.164,-6.844,0.0484,127.856,0.439
0,0.0232,0.65,0.727,1.36e-05,0.105,-7.434,0.0699,103.007,0.517
